URL,description,og_description,og_image,og_locale,og_site_name,og_title,og_type,og_url,robots,title
https://www.parasapo.tokyo/sportsx?search-tags=health-wellness,SPORTS X（スポーツエックス）では、スポーツの持つ力を「新しい時代を生きるヒント」として紹介します。常識を覆すイノベーティブな事例からアスリートが実践する健康管理法やエンタメ情報など独自のコンテンツをラインナップ。,SPORTS X（スポーツエックス）では、スポーツの持つ力を「新しい時代を生きるヒント」として紹介します。常識を覆すイノベーティブな事例からアスリートが実践する健康管理法やエンタメ情報など独自のコンテンツをラインナップ。,,ja_JP,パラサポWEB,SPORTS X | パラサポWEB,article,https://www.parasapo.tokyo/sportsx,noodp,SPORTS X | パラサポWEB
https://www.parasapo.tokyo/sportsx?search-tags=work-life,SPORTS X（スポーツエックス）では、スポーツの持つ力を「新しい時代を生きるヒント」として紹介します。常識を覆すイノベーティブな事例からアスリートが実践する健康管理法やエンタメ情報など独自のコンテンツをラインナップ。,SPORTS X（スポーツエックス）では、スポーツの持つ力を「新しい時代を生きるヒント」として紹介します。常識を覆すイノベーティブな事例からアスリートが実践する健康管理法やエンタメ情報など独自のコンテンツをラインナップ。,,ja_JP,パラサポWEB,SPORTS X | パラサポWEB,article,https://www.parasapo.tokyo/sportsx,noodp,SPORTS X | パラサポWEB
https://www.parasapo.tokyo/sportsx?search-tags=innovation,SPORTS X（スポーツエックス）では、スポーツの持つ力を「新しい時代を生きるヒント」として紹介します。常識を覆すイノベーティブな事例からアスリートが実践する健康管理法やエンタメ情報など独自のコンテンツをラインナップ。,SPORTS X（スポーツエックス）では、スポーツの持つ力を「新しい時代を生きるヒント」として紹介します。常識を覆すイノベーティブな事例からアスリートが実践する健康管理法やエンタメ情報など独自のコンテンツをラインナップ。,,ja_JP,パラサポWEB,SPORTS X | パラサポWEB,article,https://www.parasapo.tokyo/sportsx,noodp,SPORTS X | パラサポWEB
https://www.parasapo.tokyo/topics?search-sports=&search-categories%5B%5D=interview&search-categories%5B%5D=guide&search-categories%5B%5D=reports&search-categories%5B%5D=news&search-categories%5B%5D=feature,パラリンピック、パラスポーツ、インクルーシブ社会に関する最新のニュース＆トピックス一覧ページです。パラスポーツの見どころや、イベントレポート、選手へのインタビューを掲載しています。,,,ja_JP,パラサポWEB,ニュース＆トピックス | パラサポWEB,object,https://www.parasapo.tokyo/topics,noodp,ニュース＆トピックス | パラサポWEB
https://www.parasapo.tokyo/topics/64750,11月５日から３間にわたって行われたパラ馬術の国内最高峰「第５回全日本パラ馬術大会」。兵庫県の三木ホースランドパークに９人馬が集まり、演技の正確さと美しさを競った。実施された３競技ともに全体の最高得点をマークしたのが東京パラリンピック日本代表の稲葉将だ。,11月５日から３間にわたって行われたパラ馬術の国内最高峰「第５回全日本パラ馬術大会」。兵庫県の三木ホースランドパークに９人馬が集まり、演技の正確さと美しさを競った。実施された３競技ともに全体の最高得点をマークしたのが東京パラリンピック日本代表の稲葉将だ。,,ja_JP,パラサポWEB,全日本パラ馬術大会で自己ベスト更新！　成長を語る上で欠かせない稲葉将の転機 | パラサポWEB,article,https://www.parasapo.tokyo/topics/64750,noodp,全日本パラ馬術大会で自己ベスト更新！　成長を語る上で欠かせない稲葉将の転機 | パラサポWEB
https://www.parasapo.tokyo/topics/15244,視覚に障がいのある選手や指導者向けに、スポーツコンプライアンスの内容を分かりやすく解説するラジオドラマ（全12話／制作：パラサポ）。生活シーンやトレーニングなど、選手や指導者が直面しやすい場面を題材に、気をつけるべきポイントを12ケースに分けて紹介しています。,視覚に障がいのある選手や指導者向けに、スポーツコンプライアンスの内容を分かりやすく解説するラジオドラマ（全12話／制作：パラサポ）。生活シーンやトレーニングなど、選手や指導者が直面しやすい場面を題材に、気をつけるべきポイントを12ケースに分けて紹介しています。,,ja_JP,パラサポWEB,ラジオドラマで学ぶ！『スポーツコンプライアンス～アスリートが知っておくべき大切なコト～』,article,https://www.parasapo.tokyo/topics/15244,noodp,ラジオドラマで学ぶ！『スポーツコンプライアンス～アスリートが知っておくべき大切なコト～』
https://www.parasapo.tokyo/oentai/,100名の仲間を大募集！ 日本財団パラリンピックサポートセンターはこの度、皆さんと共につくる『パラサポ応援隊』 をはじめます。パラスポーツの未来、そして、パラスポーツを通じたD&I（ダイバーシティ＆インクルージョン）社会を100人でとびきりカラフルに描いていきたい。さぁ、みんなで！SOCIAL CHANGE with SPORTS,100名の仲間を大募集！ 日本財団パラリンピックサポートセンターはこの度、皆さんと共につくる『パラサポ応援隊』 をはじめます。パラスポーツの未来、そして、パラスポーツを通じたD&I（ダイバーシティ＆インクルージョン）社会を100人でとびきりカラフルに描いていきたい。さぁ、みんなで！SOCIAL CHANGE with SPORTS,,,,パラサポ応援隊,website,http://www.parasapo.tokyo/oentai/,,パラサポ応援隊
https://www.parasapo.tokyo/paralympic2020/hashtag.html,東京2020パラリンピックを目指す選手に向けて、応援のきっかけをつくる「OEN-応援」サイト。ハッシュタグ「#oen2020」で選手の今がわかるほか、東京2020大会の会場、競技、注目選手を紹介。パラサポが運営。,東京2020パラリンピックを目指す選手に向けて、応援のきっかけをつくる「OEN-応援」サイト。ハッシュタグ「#oen2020」で選手の今がわかるほか、東京2020大会の会場、競技、注目選手を紹介。パラサポが運営。,,,東京2020パラリンピック・応援サイト「OEN-応援」| パラサポ,東京2020パラリンピック・応援サイト「OEN-応援」_#oen2020｜パラサポ,website,https://www.parasapo.tokyo/paralympic2020/hashtag.html,,東京2020パラリンピックSNS関連情報 - OEN - TOKYO2020 Paralympic
https://www.parasapo.tokyo/topics?search-sports=194,柔道の記事一覧です。,,,ja_JP,パラサポWEB,柔道のニュース＆トピックス | パラサポWEB,object,https://www.parasapo.tokyo/topics,noodp,柔道のニュース＆トピックス | パラサポWEB
https://www.parasapo.tokyo/topics/12534,東京2020パラリンピック公式競技「馬術」に関する解説記事です。馬術は騎手の障がいごとに分かれており、馬場馬術（ドレッサージュ）種目のみが採用されているパラリンピックを観戦するならば、まずは国内の選手を通して、どんな障がいの選手が馬に乗っているかという点に着目してはいかがでしょうか。,東京2020パラリンピック公式競技「馬術」に関する解説記事です。馬術は騎手の障がいごとに分かれており、馬場馬術（ドレッサージュ）種目のみが採用されているパラリンピックを観戦するならば、まずは国内の選手を通して、どんな障がいの選手が馬に乗っているかという点に着目してはいかがでしょうか。,,ja_JP,パラサポWEB,パラリンピックの馬術とは？ 視覚障がい＆肢体不自由、男女もミックスで競う|パラサポWEB,article,https://www.parasapo.tokyo/topics/12534,noodp,パラリンピックの馬術とは？ 視覚障がい＆肢体不自由、男女もミックスで競う|パラサポWEB
https://www.parasapo.tokyo/topics?search-sports=187,馬術の記事一覧です。,,,ja_JP,パラサポWEB,馬術のニュース＆トピックス | パラサポWEB,object,https://www.parasapo.tokyo/topics,noodp,馬術のニュース＆トピックス | パラサポWEB
https://www.parasapo.tokyo/sportsx/page/2?search-tags=diversity-inclusion,SPORTS X（スポーツエックス）では、スポーツの持つ力を「新しい時代を生きるヒント」として紹介します。常識を覆すイノベーティブな事例からアスリートが実践する健康管理法やエンタメ情報など独自のコンテンツをラインナップ。,SPORTS X（スポーツエックス）では、スポーツの持つ力を「新しい時代を生きるヒント」として紹介します。常識を覆すイノベーティブな事例からアスリートが実践する健康管理法やエンタメ情報など独自のコンテンツをラインナップ。,,ja_JP,パラサポWEB,SPORTS X | パラサポWEB,article,https://www.parasapo.tokyo/sportsx,noodp,SPORTS X | パラサポWEB
https://www.parasapo.tokyo/topics/20706,,過去のロンドン、リオの大成功に続き、1年後に迫った2020年の東京開催に向けて、日本でも日に日にと注目が高まってきているパラリンピック。海外ではイギリスのヘンリー王子＆メーガン妃や、ベッカムと息子のロメオなどが、車いすラ …,,ja_JP,パラサポWEB,世界のセレブも注目！「 観るとハマる！」と話題のパラリンピック競技5 | パラサポWEB,article,https://www.parasapo.tokyo/topics/20706,,世界のセレブも注目！「 観るとハマる！」と話題のパラリンピック競技5 | パラサポWEB
https://www.parasapo.tokyo/topics/26026,パラ・パワーリフティング樋口健太郎選手は、10代の頃から体を鍛えることが大好きで、スポーツクラブで指導経験もあるほど。更に樋口選手は、2019年度まで小学校で理科の先生をしていた熱心な教育者でもある。そんな「樋口先生」に普段運動をしないという人でも、自宅で簡単に始められるトレーニングを紹介してもらいました！,パラ・パワーリフティング樋口健太郎選手は、10代の頃から体を鍛えることが大好きで、スポーツクラブで指導経験もあるほど。更に樋口選手は、2019年度まで小学校で理科の先生をしていた熱心な教育者でもある。そんな「樋口先生」に普段運動をしないという人でも、自宅で簡単に始められるトレーニングを紹介してもらいました！,,ja_JP,パラサポWEB,【おうち時間】運動不足解消エクササイズ！樋口健太郎選手が解説 | パラサポWEB,article,https://www.parasapo.tokyo/topics/26026,noodp,【おうち時間】運動不足解消エクササイズ！樋口健太郎選手が解説 | パラサポWEB
https://www.parasapo.tokyo/sportsx/page/2?search-tags=work-life,SPORTS X（スポーツエックス）では、スポーツの持つ力を「新しい時代を生きるヒント」として紹介します。常識を覆すイノベーティブな事例からアスリートが実践する健康管理法やエンタメ情報など独自のコンテンツをラインナップ。,SPORTS X（スポーツエックス）では、スポーツの持つ力を「新しい時代を生きるヒント」として紹介します。常識を覆すイノベーティブな事例からアスリートが実践する健康管理法やエンタメ情報など独自のコンテンツをラインナップ。,,ja_JP,パラサポWEB,SPORTS X | パラサポWEB,article,https://www.parasapo.tokyo/sportsx,noodp,SPORTS X | パラサポWEB
https://www.parasapo.tokyo/sportsx/page/2?search-tags=innovation,SPORTS X（スポーツエックス）では、スポーツの持つ力を「新しい時代を生きるヒント」として紹介します。常識を覆すイノベーティブな事例からアスリートが実践する健康管理法やエンタメ情報など独自のコンテンツをラインナップ。,SPORTS X（スポーツエックス）では、スポーツの持つ力を「新しい時代を生きるヒント」として紹介します。常識を覆すイノベーティブな事例からアスリートが実践する健康管理法やエンタメ情報など独自のコンテンツをラインナップ。,,ja_JP,パラサポWEB,SPORTS X | パラサポWEB,article,https://www.parasapo.tokyo/sportsx,noodp,SPORTS X | パラサポWEB
https://www.parasapo.tokyo/topics/61869,１年延期を経て開催されている東京2020パラリンピック。ここまで開催国の日本代表選手団はリオ大会を上回る好成績を残している。前半戦で生まれた日本選手の名言を振り返ろう。車いすラグビー・池透暢、水泳・富田宇宙、５人制サッカー・川村怜、自転車ロード・杉浦佳子ほか,１年延期を経て開催されている東京2020パラリンピック。ここまで開催国の日本代表選手団はリオ大会を上回る好成績を残している。前半戦で生まれた日本選手の名言を振り返ろう。車いすラグビー・池透暢、水泳・富田宇宙、５人制サッカー・川村怜、自転車ロード・杉浦佳子ほか,,ja_JP,パラサポWEB,東京2020パラリンピックで躍動するアスリートたちの珠玉の言葉【前半戦まとめ】 | パラサポWEB,article,https://www.parasapo.tokyo/topics/61869,noodp,東京2020パラリンピックで躍動するアスリートたちの珠玉の言葉【前半戦まとめ】 | パラサポWEB
https://www.parasapo.tokyo/topics/page/2?search-categories%5B0%5D=interview&search-categories%5B1%5D=guide&search-categories%5B2%5D=reports&search-categories%5B3%5D=news&search-categories%5B4%5D=feature,パラリンピック、パラスポーツ、インクルーシブ社会に関する最新のニュース＆トピックス一覧ページです。パラスポーツの見どころや、イベントレポート、選手へのインタビューを掲載しています。,,,ja_JP,パラサポWEB,ニュース＆トピックス | ページ 2 / 1076 | パラサポWEB,object,https://www.parasapo.tokyo/topics/page/2,noodp,ニュース＆トピックス | ページ 2 / 1076 | パラサポWEB
https://www.parasapo.tokyo/topics/30396,テクノスポーツの紹介記事です。現在、学校の授業や部活にも取り入れられているというテクノスポーツ。AR技術とスポーツのコラボレーションによって生み出される新しいスポーツの形とその可能性を テクノスポーツ業界のリーディングカンパニー、株式会社meleapのCEO福田浩士氏に話を伺いました。,テクノスポーツの紹介記事です。現在、学校の授業や部活にも取り入れられているというテクノスポーツ。AR技術とスポーツのコラボレーションによって生み出される新しいスポーツの形とその可能性を テクノスポーツ業界のリーディングカンパニー、株式会社meleapのCEO福田浩士氏に話を伺いました。,,ja_JP,パラサポWEB,テクノスポーツがすごい理由！体力も体格も言語も関係ナシ！ | パラサポWEB,article,https://www.parasapo.tokyo/topics/30396,noodp,テクノスポーツがすごい理由！体力も体格も言語も関係ナシ！ | パラサポWEB
https://www.parasapo.tokyo/topics/page/2?search-sports=194,柔道の記事一覧です。,,,ja_JP,パラサポWEB,柔道のニュース＆トピックス | ページ 2 / 1076 | パラサポWEB,object,https://www.parasapo.tokyo/topics/page/2,noodp,柔道のニュース＆トピックス | ページ 2 / 1076 | パラサポWEB
https://www.parasapo.tokyo/topics/16534,,＜パラサポ編集部が行く！＞ナビゲーターまっちゃん シリーズ第9回目。蜷川実花さんが監修しているパラスポーツと未来を突き動かすグラフィックマガジンGO Journal。最新号は、パラリンピック競技ならではの視覚障がいのある …,,ja_JP,パラサポWEB,GO Journal (ゴージャーナル)×渋谷区の取り組みを調査してみた | パラサポWEB,article,https://www.parasapo.tokyo/topics/16534,,GO Journal (ゴージャーナル)×渋谷区の取り組みを調査してみた | パラサポWEB
https://www.parasapo.tokyo/topics/page/2?search-sports=187,馬術の記事一覧です。,,,ja_JP,パラサポWEB,馬術のニュース＆トピックス | ページ 2 / 1075 | パラサポWEB,object,https://www.parasapo.tokyo/topics/page/2,noodp,馬術のニュース＆トピックス | ページ 2 / 1075 | パラサポWEB
https://www.parasapo.tokyo/topics/18142,2019年6月のパラスポーツ大会は、東京2020パラリンピックの参加枠を争奪する重要な大会を前に、コンディションを上げていく国内トップ選手たちが多数参戦。中でも日本パラサイクリング選手権・ロード大会は、パラリンピックと同じ会場で開催される。6月の注目大会とそのポイントを解説します。,2019年6月のパラスポーツ大会は、東京2020パラリンピックの参加枠を争奪する重要な大会を前に、コンディションを上げていく国内トップ選手たちが多数参戦。中でも日本パラサイクリング選手権・ロード大会は、パラリンピックと同じ会場で開催される。6月の注目大会とそのポイントを解説します。,,ja_JP,パラサポWEB,【6月のパラスポーツ注目大会】絶対に負けられない2019年シーズンの本格スタート！ | パラサポWEB,article,https://www.parasapo.tokyo/topics/18142,noodp,【6月のパラスポーツ注目大会】絶対に負けられない2019年シーズンの本格スタート！ | パラサポWEB
https://www.parasapo.tokyo/topics/18626,東京2020パラリンピックの日本代表人馬の選考対象になる「CPEDI3★Gotemba 2019 Summer」が６月７日から９日まで、静岡県の御殿場市馬術・スポーツセンターで開催された。ここでは24歳稲葉将、18歳吉越奏詩、そして26歳の高嶋克士ら期待の若手選手の戦いぶりをお伝えする。,東京2020パラリンピックの日本代表人馬の選考対象になる「CPEDI3★Gotemba 2019 Summer」が６月７日から９日まで、静岡県の御殿場市馬術・スポーツセンターで開催された。ここでは24歳稲葉将、18歳吉越奏詩、そして26歳の高嶋克士ら期待の若手選手の戦いぶりをお伝えする。,,ja_JP,パラサポWEB,馬術「CPEDI3★Gotemba 2019 Summer」24歳の稲葉将らが成長をアピール | パラサポWEB,article,https://www.parasapo.tokyo/topics/18626,noodp,馬術「CPEDI3★Gotemba 2019 Summer」24歳の稲葉将らが成長をアピール | パラサポWEB
https://www.parasapo.tokyo/topics/20664,2004年９月。パラ馬術競技がパラリンピックの正式競技となり３大会目。これまでの大会は貸与馬制だったが、アテネ大会からは「自馬戦」となり、環境が急速に変化した。そんな厳しい環境にも負けず、鎮守美奈は日本人唯一のライダーとして出場権を獲得し、初めてのパラリンピックに挑んだ。,2004年９月。パラ馬術競技がパラリンピックの正式競技となり３大会目。これまでの大会は貸与馬制だったが、アテネ大会からは「自馬戦」となり、環境が急速に変化した。そんな厳しい環境にも負けず、鎮守美奈は日本人唯一のライダーとして出場権を獲得し、初めてのパラリンピックに挑んだ。,,ja_JP,パラサポWEB,16年ぶりのパラリンピックへ。パラ馬術・鎮守美奈の不屈の精神力 | パラサポWEB,article,https://www.parasapo.tokyo/topics/20664,noodp,16年ぶりのパラリンピックへ。パラ馬術・鎮守美奈の不屈の精神力 | パラサポWEB
https://www.parasapo.tokyo/topics/21846,東京2020パラリンピックの日本代表人馬の選考対象になる第65回東京馬術大会「CPEDI3★Gotemba Autumn」が10月17日から19日まで、静岡県御殿場市馬術・スポーツセンターで開催された。東京パラリンピック出場の有力候補５人の戦いを振り返る。,東京2020パラリンピックの日本代表人馬の選考対象になる第65回東京馬術大会「CPEDI3★Gotemba Autumn」が10月17日から19日まで、静岡県御殿場市馬術・スポーツセンターで開催された。東京パラリンピック出場の有力候補５人の戦いを振り返る。,,ja_JP,パラサポWEB,馬術「CPEDI3★Gotemba 2019 Autumn」、東京パラリンピック出場有力選手の明と暗 | パラサポWEB,article,https://www.parasapo.tokyo/topics/21846,noodp,馬術「CPEDI3★Gotemba 2019 Autumn」、東京パラリンピック出場有力選手の明と暗 | パラサポWEB
https://www.parasapo.tokyo/sportsx/page/3?search-tags=diversity-inclusion,SPORTS X（スポーツエックス）では、スポーツの持つ力を「新しい時代を生きるヒント」として紹介します。常識を覆すイノベーティブな事例からアスリートが実践する健康管理法やエンタメ情報など独自のコンテンツをラインナップ。,SPORTS X（スポーツエックス）では、スポーツの持つ力を「新しい時代を生きるヒント」として紹介します。常識を覆すイノベーティブな事例からアスリートが実践する健康管理法やエンタメ情報など独自のコンテンツをラインナップ。,,ja_JP,パラサポWEB,SPORTS X | パラサポWEB,article,https://www.parasapo.tokyo/sportsx,noodp,SPORTS X | パラサポWEB
https://www.parasapo.tokyo/search-tag?search-tag=%25e6%259d%25b1%25e4%25ba%25ac2020%25e3%2583%2591%25e3%2583%25a9%25e3%2583%25aa%25e3%2583%25b3%25e3%2583%2594%25e3%2583%2583%25e3%2582%25af%25e3%2581%25ae%25e8%25a6%258b%25e3%2581%25a9%25e3%2581%2593%25e3%2582%258d,,,,ja_JP,パラサポWEB,「東京2020パラリンピックの見どころ」のタグ検索結果一覧 | パラサポWEB,article,https://www.parasapo.tokyo/search-tag,,「東京2020パラリンピックの見どころ」のタグ検索結果一覧 | パラサポWEB
https://www.parasapo.tokyo/topics/64166,東京2020パラリンピック閉幕からちょうど一ヵ月の10月５日、北海道庁主催の「北海道パラアスリート発掘プロジェクト　パラスポーツセミナー」が実施された。11月に北海道で初開催されるオリンピック・パラリンピック競技の次世代選手発掘事業「J-STARプロジェクト」の基礎測定会の周知を目的としたオンラインイベントだ。,東京2020パラリンピック閉幕からちょうど一ヵ月の10月５日、北海道庁主催の「北海道パラアスリート発掘プロジェクト　パラスポーツセミナー」が実施された。11月に北海道で初開催されるオリンピック・パラリンピック競技の次世代選手発掘事業「J-STARプロジェクト」の基礎測定会の周知を目的としたオンラインイベントだ。,,ja_JP,パラサポWEB,北海道のパラスポーツを盛り上げよう！　大学生パワーリフターが語るパラスポーツの魅力とは？ | パラサポWEB,article,https://www.parasapo.tokyo/topics/64166,noodp,北海道のパラスポーツを盛り上げよう！　大学生パワーリフターが語るパラスポーツの魅力とは？ | パラサポWEB
https://www.parasapo.tokyo/topics/14028,,アスリートの名言集というと、通常は競技に関しての努力や勝負、挑戦といったことが取り上げられるが、今回は、障がいという逆境を乗り越えたトップアスリート、パラリンピアンの名言を紹介したい。障がいと真正面から向き合い、パラアス …,,ja_JP,パラサポWEB,【名言】心が折れそうな時、勇気をもらえる逆境越えアスリートの言葉 | パラサポWEB,article,https://www.parasapo.tokyo/topics/14028,,【名言】心が折れそうな時、勇気をもらえる逆境越えアスリートの言葉 | パラサポWEB
